ID,document,AGE
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username while your point is true, you're not the best advocate. lots of women feature their looks. #notallwomen http://t.co/rimrzzeafj",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,the times when your dog wants to eat the rotting half-corpse of a mouse and you have to pluck it out of her mouth... http://t.co/b6uo3jwjsk,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username hey i wanted to check if you were aware of this pixel pig game using your artwork. http://t.co/nd2ebucqch,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username good vid, but missing one element; presentation. host as much content as possible, have curated lists of 'the best', 'the new' 1/2",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username 'the interesting' and so on. make it easier to navigate, empowering critics/users. not curation, but promotion/navigation. (2/2)",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username wow, this was great. i love simple games like these that require very little time/complexity to convey a strong idea.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username oh no! http://t.co/weenvxgvcv is offline, as are the forums. sound the alarms! sound the alarms!",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username the concentric pattern makes me wonder if dithering could make the layer transition more natural looking.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username with facebook in your future, does this mean we might finally get a legitimate desktop version of whatsapp?",1
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i sit with a boy in english he became my friend talking to him on facebook i think i have a crush on him now but im not sure,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,boooored out of my mind #wannasleepbutdont,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"me and my friends are trendsetters tie our ties as bows everyone does, do a specific way of saying hi everyone does. i'm a #trendsetter",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,hey guys made the all nighter just woke up after falling asleep @username 8 am,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,sorry wasn't on yesterday guys i was to busy partying cause yesterday was in fact my birthday. im 14 now!! :) gosh life goes by fast.#old,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,reading a new book : the fault in our stars by @username   i can kinda relate to it cause my mom died of cancer when i was 4 #goodbook,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,sorry guys i havent been on but you know school sucks,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,gosh! my schools name is like super long so i always hate it when ppl ask what school i go to cause all you'll hear is blah blah blah high,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i've had the same profile pic for how long now? im gonna change it,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,hahaha @username  ohhh the memories of  8th grade http://t.co/olchiylc0c,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"woke up this morning  to my dog liking my face me: maya!! i'm trying to sleep!!"" #stupiddog",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,my dad always has the a/c on in the car even when its cold and now during the heat wave it  decided to break thanks dad #notethesarcasm,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  im going to see it on friday with my freinds! i cant wait!! untill then i'll watch bse a thousand times :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,just tweeted to @username  for a moment i thought he might see it then i refreshed the page #dontgetyourhopestohigh,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"time to tweet louis 1,000 times he will see it :p im crazy i've always been since like 4th grade yeah who needs maturity",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username   im going to see it on friday with my freinds! i cant wait!! untill then i'll watch bse a thousand times :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  i'm going to see it on friday with my freinds! i cant wait!! untill then i'll watch bse a thousand times :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username   im going to see it on friday with my freinds! i cant wait! untill then i'll watch bse a thousand times :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username im going to see it on friday with my freinds! i cant wait!! untill then i'll watch bse a thousand times :p #loveyou,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username im going to see it on friday with my freinds! i cant wait!!! untill then i'll watch bse a thousand times :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  im going to see it on friday with my freinds! i cant wait untill then i'll watch bse a thousand times :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  im going to see it on friday with my freinds! i cant wait!! untill then i'll watch bse a thousand times :p follow me ?,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  im going to see it this week with my freinds soo exited i'll let you know how i think of it even though i know its awesome,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"there that wasnt 1,000 times but i dont want to spam him so i just did it like 10 times",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,la la la la la idk what that was dont ask im bored,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,finally i finished my homework!! #friedbrain,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,that awkward moment when you shout out the wrong answer in class with confidence,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,is it just my dentist or does everyone's dentist asks you about your life while his hands are stuffed in your mouth.,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i get told im werid alot but you know what im proud to be wonderful exiting interesting real different!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"lol this happened to me the other day in english and im just like "" just gonna keep on writing till she leaves"" http://t.co/opt3abycdz",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,normal people: i love it when mt bf/gf tells me they love me me: i love it when my microwave tells me my food is ready #ilovefood,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"when my parents sit me down and tell me its time to for me to mature me: ""never in you wildest dreams"" -niall/ zayn",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,my life's next goal : to stop cussing  can i do it yeah i can!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,reading old messages and realizing how much i miss that person ;(,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,done with my computer for tonight you guys so well good night,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"hay guys, just say hi next tweet in around 30 min :)",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,2 hours later i post the promised 30 min tweet srry guys got caught up on homework,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,tooo much homework  no more tweets today sorry :(,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  you'll wake up and have even worse morning breath then you usally have haha jk,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,hey guys internet day!! no school for me technically! :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"ugg work, im sooo tired i dont wanna do it but i got no choice",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,hahahaah using google maps for my work and i  found this random fat guy next to the dumpster,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,done with my internet day finally!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  wait wait wait is that the new album i thought it was were we are or is it a song omg im so confused!!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,sitting at home doing nothin and mabey gonna go to the movies idk,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,boat to take a shower a cold one so i can finally wake up,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,im following 777 people now thats a good number its a heavenly number to be exact,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,as you can tell i loove @username  he's hilarious and you know you live longer when you laugh so go follow him and live till your 200,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,that one best friend that turned into a stranger,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"the worst feeling in the world, the one im feeling is tht knowing tht someone u used to talk to all the time doesnt care about you anymore",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"my fav color is sleep, i fold papers to my temperature, and i wonder exactly how far is denver from america?  yeah thts right im werid!",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"cuts heal, memories stay , scars pade... but im not okay #heartbroken",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,reading freinship quotes and immidently wanting to test my freinds to see which one is my #truefreind,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username i saw you at church!!! :d,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"my saturday : watch tv ,go to cross country practice, tv, church, tv bed  oh yeah thats the life #yolo :p",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i hate it when your given and assigment in english and you have no clue what to write about!! #frustrated #writersblock,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i eat alot and yet im still not fat go fast metabolism,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,wake up in the morning wanting to go back to bed.... now that should be the start of kesha's song cause i would totally relate to tht,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,you know they really shouldn't have put the w next to the e in the keyboard cause every time i want to wright how i wright hoe instead,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"behind on agt just saw 1d perfom started dancing and siging and then my dog just stars at me as i go "" to the best song ever!",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,"@username  aww missing you too your missing alot, but im probably missing alot to i still want to go to olympian !! :p",0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  your really going to do it? i'll be rooting for you!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i love it when in p.e we run down the hill cause then i can throw my hands in the air and scream #fornarnia yet even when we dont i still do,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username and then i get to tell the world that i was freinds with the paulina martinez!! :p  quick do  i have any pics,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,high expectations are the key to everything ! harvard law here i come!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,lol i would totally do that even if i dont see a baby in the relection i just dance anyways #yolo :p http://t.co/juqb2gcbyl,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,unfollowing and following @username  over and over so im on the top of that list,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i will be using http://t.co/angdgtf7te to manage and clean my twitter account,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i hate it when i cant sleep cause all i think about are the lucky ppl who are fast asleep,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username @username  remember when vianney tried to throw the salami thing at me but it hit claudia http://t.co/j15j07pdcu,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,#1dnoticereiss  retweet so at least 1/5 of the boys notice reiss,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,listening to 1d of course,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,turned my head to see what my little cuz was watching on the tv big mistake,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,dont mean to brag but uh little things is about me :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,why do ppl have to be so bitchy all the time cant they just stfu and leave ppl alone,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,im happy http://t.co/krsypxsf5c,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,okay this thing has promblems were 100 % http://t.co/mvw0k4v4fo,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,nope needs to be higher http://t.co/qcmamy6h8n,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i completely disagree http://t.co/5lnnjpumnz++,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username @username  remember when vianney tried to throw the salami thing at me but it hit claudia http://t.co/g8cfnglwch,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,doing geometry homework ewwww math bleh #ihatemath,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,done with math now  biology yuck #ihatebio,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,gosh still not done with bio #screwhomework,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,haha finished bio now to do extra credit for guess what.. bio!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  what? you dont believe me?:p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username @username haha ohhh the memories,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,hi guys im bored just finished my hw yeah,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  why not? louis wrote it for me.:p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  you seriously left the pic ?!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username of course i shouldnt have been surprised,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,friends are essential to success; they are still more essential to happiness.,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,my school gave me a macbook pro today hahaha good by toshiba hello apple!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  theres the one from pbl :p,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,magical cape!! #thingsidoinschool yeah im just plain crazy,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,i want my best freind back. on the bright side we made progress today i made her laugh  #progress,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username  barfed and hurt his knee me: my baby are you okay! love ya lou hope your all right :(,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,@username lunch after everyone eats they all go lollygag leaving my group of friends with like 3 other group of friends. then we go crazy #loud,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,im tired im bored soo gonna go to bed early good night!!,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,just ran around my neighborhood chasing my dog ran faster than i do in pe,0
1094e809-1306-4cd1-8ac1-ebfdf7c872b8,lesson in life : your dog runs fast if you want a catch him you better take a car,0
11c285a3-599c-4fa4-a166-76cccd5b2478,@username @username not sure if there are notes for this particular presentation but anne's website has stuff: http://t.co/tmzwp9nmo1,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username @username thanks i think *smh* #nonethewiser,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username just reminded me of this bit of workerist dog propaganda http://t.co/zghsvbjmy7 #cciws13,2
11c285a3-599c-4fa4-a166-76cccd5b2478,"go home, australian political news, you're drunk.",2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username @username absolutely!,2
11c285a3-599c-4fa4-a166-76cccd5b2478,introduced to alison powell's work on sopa/pipa & 'technical activist actions' by @username at #cciws13 http://t.co/h6b7gialqd,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username we must get @username down here soon! you are doing uic proud btw.,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username @username isn't that over yet?,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username that looks so inviting,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username @username you'd probably get good lunches.,2
11c285a3-599c-4fa4-a166-76cccd5b2478,"if you can’t see that gender equality is...politics, you have no right to call yourself a political reporter. http://t.co/qeoplerbxd",2
11c285a3-599c-4fa4-a166-76cccd5b2478,nothing like @username's ultra-dry delivery to cut through the post-lunch slump #cciws13,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username *has spent the past 7 minutes trying to figure out what 'apper' means*,2
11c285a3-599c-4fa4-a166-76cccd5b2478,@username yes ben games studies invented fun,2
